date;title;organ;url;content_preview;query_label;type;relevance;position_level;target_organ;expertise_match
25/06/2026;PORTARIAS DE 23 de junho de 2026;Ministério da Educação > Fundação Universidade do Amazonas;https://www.in.gov.br/web/dou/-/portarias-de-23-de-junho-de-2026-714489419;julho de 2025, publicado no Diário Oficial da União de 2 de julho de 2025, resolve: Nº 1.338 - Art. 1º EXONERARPORTARIAS DE 23 de junho de 2026 A REITORA DA UNIVERSIDADE FEDERAL DO AMAZONAS, usando das atribuições estatutárias, conferidas por meio do Decreto de 1º de julho de 2025, publicado no Diário Oficial da União de 2 de julho de 2025, r...;Exoneração CCE;VAC;6;;True;
25/06/2026;PORTARIA DE PESSOAL ANP Nº 215, DE 24 DE JUNHO DE 2026;Ministério de Minas e Energia > Agência Nacional do Petróleo, Gás Natural e Biocombustíveis > Superintendência de Gestão de Pessoas e do Conhecimento;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-anp-n-215-de-24-de-junho-de-2026-714495827;12.002, de 22 de abril 2024, e o que consta no Processo SEI nº 48610.220259/2019-31, resolve: Art.1º Dispensaribuições que lhe foram conferidas pelo artigo 104, da Portaria ANP nº 265, de 10 de setembro de 2020, tendo em vista o disposto no Decreto nº 12.002, de 22 de abril 2024, e o que consta no Processo SEI nº 48610.220259/2019-31, resolve...;Dispensa Diretor;VAC;3;;False;
26/06/2026;PORTARIA Nº 1.610, DE 15 DE JUNHO DE 2026;Poder Legislativo > Senado Federal > Diretoria-Geral > Diretoria Executiva de Gestão;https://www.in.gov.br/web/dou/-/portaria-n-1.610-de-15-de-junho-de-2026-714789013;, de 2017, e tendo em vista o que consta no processo eletrônico número 1386923, resolve: Nº 2.293 - Exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1387159, resolve: Nº 2.294 - Exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1387181, resolve: Nº 2.295 - Exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1387202, resolve: Nº 2.296 - Exonerar ... , de 2017, e tendo em vista o que consta no proc;Exoneração CCE;VAC;3;;False;
26/06/2026;PORTARIA Nº 129, DE 22 DE JUNHO DE 2026;Poder Judiciário > Supremo Tribunal Federal;https://www.in.gov.br/web/dou/-/portaria-n-129-de-22-de-junho-de-2026-714788934;suas atribuições e tendo em vista o art. 35, I, da Lei n.º 8.112, de 11 de dezembro de 1990, resolve: Exoneraribuições e tendo em vista o art. 35, I, da Lei n.º 8.112, de 11 de dezembro de 1990, resolve: Exonerar, a contar de 16 de junho de 2026, FREDERICO FRANCO ALVIM do cargo em comissão de Supervisor I, nível CJ-1, do Núcleo de Cultura Democrática e Cidadania Digital. Min. EDSON FACHIN;Exoneração CCE;VAC;3;;False;
26/06/2026;PORTARIA DE PESSOAL N° 118, DE 25 DE JUNHO DE 2026;Ministério das Mulheres > Gabinete da Ministra;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-n-118-de-25-de-junho-de-2026-714782608;fevereiro de 2025, e demais informações que constam no Processo nº 21260.002572/2026-80, resolve: Art. 1º Exonerar ... PEREIRA DA COSTA, do Cargo Comissionado Executivo, de caráter temporário, de Gerente de Projeto, código CCEPORTARIA DE PESSOAL N° 118, DE 25 DE JUNHO DE 2026 A MINISTRA ...;Exoneração CCE;VAC;3;;False;
26/06/2026;PORTARIA DE PESSOAL MTUR Nº 143, DE 23 DE JUNHO DE 2026;Ministério do Turismo > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-mtur-n-143-de-23-de-junho-de-2026-714789329;DISPENSAR, a pedido MARCELO FERNANDES GARCIA, matrícula SIAPE nº 1933907, do cargo de Coordenador, código FCE PESSOAL MTUR Nº 143, DE 23 DE JUNHO DE 2026 O MINISTRO DE ESTADO DO TURISMO, no uso de suas atribuições e tendo em vista o disposto no art. 6º do Decreto nº 9.794, de 14 de maio de 2019, bem como no Decreto nº 11.416, de 16 de feverei...;Exoneração FCE;VAC;3;;False;
26/06/2026;PORTARIA SGP Nº 118, DE 22 DE JUNHO DE 2026;Poder Judiciário > Supremo Tribunal Federal > Secretaria do Tribunal > Secretaria de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/portaria-sgp-n-118-de-22-de-junho-de-2026-714791859;11 de dezembro de 1990, e o art. 3°, III, da Resolução n° 776, de 7 de junho de 2022, resolve: I - DispensarPORTARIA SGP Nº 118, DE 22 DE JUNHO DE 2026 A SECRETÁRIA DE GESTÃO DE PESSOAS DO SUPREMO TRIBUNAL FEDERAL, no uso das atribuições conferidas pelo Regulamento da Secretaria do Supremo Tribunal Federal, e tendo em vista o art. 38, caput, ...;Dispensa Diretor;VAC;3;;False;
26/06/2026;PORTARIAS DE 25 DE JUNHO DE 2026;Presidência da República > Casa Civil;https://www.in.gov.br/web/dou/-/portarias-de-25-de-junho-de-2026-714713291;de 2019, resolve: Nº 769 -EXONERAR, a pedido, DANIEL DA SILVA GRIMALDI do cargo de Subsecretário de Avaliação ... de Políticas Públicas e Assuntos Econômicos da Secretaria de Monitoramento e Avaliação de Políticas;Avaliação Políticas;VAC;9;secretário;True;políticas públicas(+1)
29/06/2026;PORTARIA DE PESSOAL FUNAI Nº 980, DE 25 DE JUNHO DE 2026;Ministério dos Povos Indígenas > Fundação Nacional dos Povos Indígenas;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-funai-n-980-de-25-de-junho-de-2026-715391972;111, de 12 de junho de 2026, publicada no Diário Oficial da União de 17 de junho de 2026, resolve: Exonerar ... junho de 2026, ALFREDO HONORIO DA SILVA NETO, matrícula nº 3414902, do cargo de Assistente, código CCE 2.07, da Coordenação Regional do Vale do Javari-AM. LUCIA ALBERTA ANDRADE BARÉ;Exoneração CCE;VAC;3;;False;
29/06/2026;PORTARIA DE PESSOAL SE/MAPA Nº 818, DE 26 DE JUNHO DE 2026;Ministério da Agricultura e Pecuária > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-se/mapa-n-818-de-26-de-junho-de-2026-715388078;12.642, de 1º de outubro de 2025, e o que consta no Processo SEI nº 21000.049708/2026-86, resolve: Exonerar ... NASCIMENTO BRITO, matrícula SIAPE nº 3441727, do Cargo Comissionado Executivo de Coordenador-Geral, código CCEPORTARIA DE PESSOAL SE/MAPA Nº 818, DE 26 DE JUNHO DE 2026 O SECRE...;Exoneração CCE;VAC;8;coordenador-geral;True;
29/06/2026;PORTARIA Nº 54, DE 26 DE JUNHO DE 2026;Presidência da República > Gabinete Pessoal do Presidente da República;https://www.in.gov.br/web/dou/-/portaria-n-54-de-26-de-junho-de-2026-715338204;Decreto nº 9.794, de 14 de maio de 2019, e a Portaria nº 486/CC, de 4 de novembro de 2020, resolve: EXONERAR ... , a pedido, ARTHUR RIBEIRO QUEIROZ do cargo de Assessor, código CCE 2.13, do Gabinete Adjunto de Informações, tendo em vista o disposto no art. 6º do Decreto nº 9.794, de 14 de maio de 2019, e a Portaria nº 486/CC, de 4 de novembro de 2020, resolve: EXONERAR, a pedido, ARTHUR RIBEIRO QUEIROZ do cargo de Assessor, código CCE 2.13, do Gabinete Adjunto de Informações em Apoio à Decisão d;Exoneração CCE;VAC;8;CCE 2.13;True;
29/06/2026;PORTARIA CAPES Nº 273, DE 25 DE JUNHO DE 2026;Ministério da Educação > Fundação Coordenação de Aperfeiçoamento de Pessoal de Nível Superior;https://www.in.gov.br/web/dou/-/portaria-capes-n-273-de-25-de-junho-de-2026-715389760;Alex Soares de Araújo, SIAPE nº 1730598, para exercer a Função Comissionada Executiva de Assistente, FCE 2.07, da Coordenação de Desenvolvimento Institucional - CDIN, da Assessoria de Governança e Desenvolvimento Institucional - ASGDI, da Presidência da Coordenação de Aperfeiçoamento de Pessoal de Nível Superior - CAPES, ficando dispensado da função que atualmente ocupa, conforme Processo nº 23038.004597/2026-87. DENISE PIRES DE CARVALHO;Exoneração FCE;VAC;6;;True;
29/06/2026;PORTARIA IPEA Nº 147, DE 26 DE JUNHO DE 2026;Ministério do Planejamento e Orçamento > Instituto de Pesquisa Econômica Aplicada;https://www.in.gov.br/web/dou/-/portaria-ipea-n-147-de-26-de-junho-de-2026-715389286;nº XX573XX, para exercer a função comissionada de Coordenador de Compras e Contratos - COCCT, código FCE 1.10, da Coordenação-Geral de Contratações, Serviços Gerais e Apoio à Pesquisa - CGCAP, da Diretoria de Desenvolvimento Institucional - DIDES, do Instituto de Pesquisa Econômica Aplicada - IPEA, ficando dispensado da função comissionada que atualmente ocupa. LUCIANA MENDES SANTOS SERVO;Exoneração FCE;VAC;8;diretor;True;
29/06/2026;PORTARIA DE PESSOAL ANP Nº 217, DE 26 DE JUNHO DE 2026;Ministério de Minas e Energia > Agência Nacional do Petróleo, Gás Natural e Biocombustíveis > Superintendência de Gestão de Pessoas e do Conhecimento;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-anp-n-217-de-26-de-junho-de-2026-715395635;setembro de 2020, e tendo em vista o disposto no Decreto nº 12.002, de 22 de abril 2024, resolve: Art. 1º Dispensaribuições que lhe foram conferidas pelo artigo 104, da Portaria ANP nº 265, de 10 de setembro de 2020, e tendo em vista o disposto no Decreto nº 12.002, de 22 de abril 2024, resolve: Art. 1º Dispensar, no período de 29 de junho a ...;Dispensa Diretor;VAC;3;;False;
29/06/2026;Portaria GABSGE DPGU Nº 286, DE 25 DE junho DE 2026;Defensoria Pública da União > Secretaria-Geral Executiva;https://www.in.gov.br/web/dou/-/portaria-gabsge-dpgu-n-286-de-25-de-junho-de-2026-715393841;"NR DPU AM; Considerando os Processos Administrativos SEI nº 08038.014237/2022-76, resolve: Art. 1º Dispensar ... Art. 2º Dispensar o Servidor Público Federal Sr. Cristóvão Murilo Moraes Mady Júnior da função de Titular 2 (Coordenação Cartório) da unidade da Defensoria Pública da União em...";Dispensa Diretor;VAC;3;;False;
30/06/2026;PORTARIA DE PESSOAL DGP/SSC/MGI Nº 7.375, DE 29 DE junhO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria de Serviços Compartilhados > Diretoria de Gestão de Pessoas > Coordenação-Geral de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-dgp/ssc/mgi-n-7.375-de-29-de-junho-de-2026-715485165;de 30 de julho de 2025, bem como o que consta no Processo nº 21260.002149/2026-80, resolve: Art. 1º Exonerart. 60, Anexo I do Decreto nº 12.904, de 27 de março de 2026, e considerando o disposto no Decreto nº 11.837, de 21 de dezembro de 2023, e na Portaria MGI nº 6.149, de 30 de julho de 2025, bem como o que consta no Processo nº 21260.00214...;Exoneração FCE;VAC;6;;True;
30/06/2026;PORTARIA DE PESSOAL FUNAI Nº 991, DE 26 DE JUNHO DE 2026;Ministério dos Povos Indígenas > Fundação Nacional dos Povos Indígenas;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-funai-n-991-de-26-de-junho-de-2026-715484862;12 de junho de 2026, publicada no Diário Oficial da União nº 111, de 17 de junho de 2026, resolve: Exoneraria GM/MPI nº 17, de 16 de janeiro de 2024, publicada no Diário Oficial da União nº 13, de 18 de janeiro de 2024, e pela Portaria GM/MPI nº 111, de 12 de junho de 2026, publicada no Diário Oficial da União nº 111, de 17 de junho de 2026, ...;Exoneração FCE;VAC;3;;False;
30/06/2026;PORTARIA DE PESSOAL Nº 442, DE 22 DE JUNHO DE 2026;Ministério de Portos e Aeroportos > Agência Nacional de Aviação Civil;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-n-442-de-22-de-junho-de-2026-715481784;, de 14 de junho de 2016, e considerando o que consta do processo nº 00058.050332/2026-17, resolve: EXONERARTARIA DE PESSOAL Nº 442, DE 22 DE JUNHO DE 2026 O DIRETOR-PRESIDENTE DA AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL - ANAC, no uso das atribuições que lhe conferem os arts. 16 da Lei nº 11.182, de 27 de setembro de 2005, e 35, inciso II, do Anexo...;Exoneração FCE;VAC;5;diretor;False;
30/06/2026;PORTARIA Nº 2.301, DE 24 DE JUNHO DE 2026;Poder Legislativo > Senado Federal > Diretoria-Geral > Diretoria Executiva de Gestão;https://www.in.gov.br/web/dou/-/portaria-n-2.301-de-24-de-junho-de-2026-715481554;Diretoria-Geral nº 33, de 2017, e tendo em vista o que consta no processo eletrônico número 1386899, resolve: exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1387269, resolve: Nº 2.302 - exonerar ... , de 2017, e tendo em vista o que consta no processo eletrônico número 1387270, resolve: Nº 2.303 - exonerar;Exoneração FCE;VAC;5;diretor;False;
30/06/2026;PORTARIA DE PESSOAL Nº 415, DE 16 DE JUNHO DE 2026;Ministério de Portos e Aeroportos > Agência Nacional de Aviação Civil > Superintendência de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-n-415-de-16-de-junho-de-2026-715485064;de 11 de dezembro de 1990, e considerando o que consta do processo nº 00058.045563/2026-17, resolve: DISPENSARPORTARIA DE PESSOAL Nº 415, DE 16 DE JUNHO DE 2026 A SUPERINTENDENTE DE GESTÃO DE PESSOAS, no uso da atribuição que lhe confere o art. 1º, inciso V, da Portaria nº 3.319, de 24 de outubro de 2018, tendo em vista o disposto no art. 38 ...;Dispensa Diretor;VAC;3;;False;
08/07/2026;PORTARIA DE PESSOAL MPA Nº 219, DE 6 DE JULHO DE 2026;Ministério da Pesca e Aquicultura > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-mpa-n-219-de-6-de-julho-de-2026-717550026;12.318, de 18 de dezembro de 2024,e o que consta no Processo SEI nº 00350.013302/2025-34, resolve: Exonerar ... DA SILVA, matrícula SIAPE nº 3508552, do Cargo Comissionado Executivo de Assistente Técnica, código CCE 2.05, da Coordenação-Geral de Cadeias Produtivas, Fomento e Inovação, do Departamento de Inclusão Produtiva e Inovações, da Secretaria Nacional de Pesca Artesanal. RIVETLA EDIPO ARAUJO CRUZ;Exoneração CCE;VAC;6;;True;
08/07/2026;Portarias de 6 de julho de 2026;Poder Legislativo > Câmara dos Deputados > Diretoria-Geral > Diretoria de Gestão de Pessoas > Departamento de Administração de Pessoal > Coordenação de Gestão do Secretariado Parlamentar;https://www.in.gov.br/web/dou/-/portarias-de-6-de-julho-de-2026-717549081;n.º 1, de 2026, do Senhor Diretor do Departamento de Administração de Pessoal, resolve: Nº 3.791 - Exonerar ... Nº 3.792 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.793 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.794 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de dezembro de 1990, a partir ... Nº 3.795 - Exonerar, de acordo com o artigo 35 da Lei n.º 8.112, de 11 de;Exoneração CCE;VAC;5;diretor;False;
08/07/2026;PORTARIA MCOM Nº 211, DE 7 DE JULHO DE 2026;Ministério das Comunicações > Gabinete do Ministro;https://www.in.gov.br/web/dou/-/portaria-mcom-n-211-de-7-de-julho-de-2026-717544925;11.335, de 1º de janeiro de 2023, alterado pelo Decreto nº 12.537, de 27 de junho de 2025, resolve: Exonerar ... 2026, JOSÉ DOS SANTOS NETO, CPF ***.782.591-**, do Cargo Comissionado Executivo de Assistente, código CCE 2.07, da Coordenação-Geral de Cerimonial, do Gabinete do Ministro deste Ministério (Processo SEI nº 53115.003444/2026-13). FREDERICO DE SIQUEIRA FILHO;Exoneração CCE;VAC;3;;False;
08/07/2026;PORTARIA INPI/PR Nº 414, DE 3 DE JULHO DE 2026;Ministério do Desenvolvimento, Indústria, Comércio e Serviços > Instituto Nacional da Propriedade Industrial;https://www.in.gov.br/web/dou/-/portaria-inpi/pr-n-414-de-3-de-julho-de-2026-717541900;26 de dezembro de 2025, tendo em vista o contido no Processo SEI nº 52402.011905/2026-23, resolve: ExonerarPORTARIA INPI/PR Nº 414, DE 3 DE JULHO DE 2026 A DIRETORA DE ADMINISTRAÇÃO, NO EXERCÍCIO DA PRESIDÊNCIA DO INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL - INPI, no uso de suas atribuições previstas no Decreto nº 11.207, de 26 de setembro ...;Exoneração CCE;VAC;8;diretor;True;
08/07/2026;PORTARIA DE PESSOAL SE/MJSP N° 942, DE 6 DE JULHO DE 2026;Ministério da Justiça e Segurança Pública > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-se/mjsp-n-942-de-6-de-julho-de-2026-717538507;da Portaria nº 665, de 24 de junho de 2024, do Ministério da Justiça e Segurança Pública, resolve: Exonerar ... Pesquisas da Diretoria de Assuntos Parlamentares da Secretaria Nacional de Assuntos Legislativos, código CCE 1.10, a partir de 1º de julho de 2026. ADEMAR BORGES DE SOUSA FILHO;Exoneração CCE;VAC;8;diretor;True;
08/07/2026;PORTARIA Nº 4.564, DE 6 DE JULHO DE 2026;Presidência da República > Casa Civil > Agência Brasileira de Inteligência > Secretaria de Planejamento e Gestão;https://www.in.gov.br/web/dou/-/portaria-n-4.564-de-6-de-julho-de-2026-717551790;Designar matrícula nº 910155, para exercer a função comissionada executiva de Coordenador(a)-Geral, código FCE 1.13, ficando dispensado(a) da função que atualmente exerce. THIAGO CUNHA ARAÚJO;Exoneração FCE;VAC;8;FCE 1.13;True;
09/07/2026;PORTARIA DE PESSOAL DGP/SSC/MGI Nº 7.858, DE 8 DE julhO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria de Serviços Compartilhados > Diretoria de Gestão de Pessoas > Coordenação-Geral de Gestão de Pessoas;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-dgp/ssc/mgi-n-7.858-de-8-de-julho-de-2026-717819423;de 30 de julho de 2025, bem como o que consta no Processo nº 14021.045936/2026-73, resolve: Art. 1º Exonerart. 60, Anexo I do Decreto nº 12.904, de 27 de março de 2026, e considerando o disposto no Decreto nº 11.837, de 21 de dezembro de 2023, e na Portaria MGI nº 6.149, de 30 de julho de 2025, bem como o que consta no Processo nº 14021.04593...;Exoneração CCE;VAC;6;;True;
09/07/2026;PORTARIA Nº 268, DE 7 DE JULHO DE 2026;Ministério dos Direitos Humanos e da Cidadania > Secretaria Executiva;https://www.in.gov.br/web/dou/-/portaria-n-268-de-7-de-julho-de-2026-717818634;abril de 2024, e tendo em vista o disposto no Decreto nº 11.341, de 1º de janeiro de 2023, resolve: Exonerar ... NATÁLIA DAMAZIO PINTO FERREIRA do cargo de Assessora do Gabinete da Ministra deste Ministério, código CCEPORTARIA Nº 268, DE 7 DE JULHO DE 2026 A SECRETÁRIA-EXECUTIVA DO MINIS...;Exoneração CCE;VAC;6;;True;
09/07/2026;PORTARIA Nº 131, DE 8 DE JULHO DE 2026;Presidência da República > Secretaria de Comunicação Social;https://www.in.gov.br/web/dou/-/portaria-n-131-de-8-de-julho-de-2026-717809189;competência que lhe foi delegada pelo art. 6º do Decreto nº 9.794, de 14 de maio de 2019, resolve: EXONERAR ... ,a pedido, GILBERTO RODRIGUES DOS SANTOS do cargo de Chefe de Projeto II, CCE 3.07, da Coordenação de suas atribuições e tendo em vista a competência que lhe foi delegada pelo ...;Exoneração CCE;VAC;6;;True;
09/07/2026;PORTARIA DE PESSOAL SGD/MGI Nº 7.783, DE 7 DE JULHO DE 2026;Ministério da Gestão e da Inovação em Serviços Públicos > Secretaria de Governo Digital;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-sgd/mgi-n-7.783-de-7-de-julho-de-2026-717807476;Art. 3º O exercício descentralizado findará na hipótese de exoneração de cargo ou dispensa da função uso das atribuições que lhe confere o art. 26, inciso IX, do Decreto nº 12.904, de 27 de março de 2026, e conforme o disposto no Processo SEI n.º 19974.001048/2026-01, resolve: Art. 1º Determinar o exercício descentralizado do servidor VINICIU...;Exoneração CCE;VAC;6;;True;
09/07/2026;PORTARIA DG Nº 145, DE 7 DE JULHO DE 2026;Ministério dos Transportes > Agência Nacional de Transportes Terrestres;https://www.in.gov.br/web/dou/-/portaria-dg-n-145-de-7-de-julho-de-2026-717806528;junho de 2026, com fundamento no art. 33, da Lei nº 8.112, de 11 de dezembro de 1990, por motivo de exoneraçãoPORTARIA DG Nº 145, DE 7 DE JULHO DE 2026 O Diretor-Geral da Agência Nacional de Transportes Terrestres - ANTT, no uso das atribuições que lhe confere o art. 12 do Regimento Interno, e no que consta do processo nº 50500.040690/2026-14...;Exoneração CCE;VAC;5;diretor;False;
10/07/2026;PORTARIA DE PESSOAL Nº 165, DE 8 DE JULHO DE 2026;Ministério dos Transportes > Agência Nacional de Transportes Terrestres;https://www.in.gov.br/web/dou/-/portaria-de-pessoal-n-165-de-8-de-julho-de-2026-718333170;8.112, de 11 de dezembro de 1990, e o que consta do processo nº 50500.186398/2024-85, resolve: Art. 1º Exoneraretor-Geral da Agência Nacional de Transportes Terrestres - ANTT, no uso das atribuições que lhe confere o art. 12 do Regimento Interno, e tendo em vista o disposto no inciso II do art. 35 da Lei nº 8.112, de 11 de dezembro de 1990, e...;Exoneração CCE;VAC;3;;False;
